"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
292.07367739266,0.59827488828001,7.72839627781042,512.16708154725,382.198723075369,451.656929071787,574.427347441603,434.180249374576,382.613203191929,426.955324926442,1.73176362686184,0.807341421375027,1.75813434742832,-0.460800453392004,2.60631913937524,17.9620100945258,17.9985191629603,17.3910608870313,17.8739753566695,19.288808097783
296.744798726198,0.825056594333632,8.47693787912763,518.066770383244,383.172391816818,457.023647527385,579.479395963085,438.229663023748,382.9950722042,430.248237699284,-0.411246396448707,1.86640733728819,2.28654297262153,2.07286455256774,2.5620783942341,19.7626721453966,19.8098175652124,16.907430601832,20.227662611511,20.0841400524919
322.043464376534,0.835502093950997,7.6984108283783,539.146372585312,409.449174560323,480.796032123755,602.678176297763,463.267667028439,408.655399218047,451.683065218548,0.370290343973348,1.42470294894403,0.19089579980003,3.0415910810954,1.84286671678486,18.2275084293089,20.5500621814904,17.5103929592824,19.6355719535173,18.7208549223675
300.997139234137,-0.142078882566114,9.45922764704307,520.793942263885,388.688139509763,459.752761353598,583.818156299833,440.834331794241,388.338010598176,433.977278188067,0.56582307750835,1.98155266680053,1.6240866892122,1.02302085373101,1.61414889939735,21.2671551594183,20.9218449762104,16.4865303950154,21.1979762205717,21.3702605530692
301.828404685131,-0.513054791394765,8.41413587510615,522.249430280937,389.375743776364,460.488710968465,585.111775550712,442.365157499451,386.71647233122,433.626948495833,0.265449657927345,-0.577740894145186,0.462192500129352,0.89181804769697,0.925896121039122,19.9324928852553,21.3978475693398,17.7871756441235,20.1992156428522,20.2562868514763
324.254681648016,1.60266303218541,7.62473168390352,541.221168499855,410.590112838394,483.866843434974,605.210894442993,462.63181727592,409.855429586823,454.726323489823,3.48675297649996,0.672897794061869,1.36565035546117,2.67901914582687,1.87367533692109,20.331733163383,18.8308739152656,16.4139045293348,17.6496742437462,20.5115550454531
306.518339496275,0.615694964955583,6.43310703591467,525.951371667167,394.064063192634,467.01385044686,587.991591270942,446.631753914095,394.074930731253,438.587586132987,2.53546290903617,3.61095523495588,1.97251719647317,1.80075858767362,2.2801572650841,18.0022554273758,19.1453672276816,15.7875506903002,18.2957432223579,18.6276980783868
282.10933244787,0.687821130092403,7.59631889410396,505.47638940183,371.76185314177,442.753525914834,564.689154839266,423.089191084372,370.907814987413,414.827595587234,2.73117048999999,0.25913530334562,0.426788616611221,0.930822121849018,3.02300119465574,19.5907265693757,20.3628656456022,16.582360108561,20.6428118210932,17.6277479369704
290.286433814975,-0.0964842591490506,10.2860188521328,510.794136689772,377.852905362757,448.708255413789,572.914634737803,430.66453880028,375.204471381504,422.482463594613,1.25036797266344,0.902529822631705,-0.554007445242077,0.197797630794561,0.723075071068388,21.6320225775249,21.638513257728,17.883085056286,23.1397260801025,21.7386495553706
293.697387976507,1.06627492090504,7.67923757886894,513.16912217296,381.639245876272,453.163646283031,576.417263385409,437.451412323792,382.808844487065,425.468884259257,2.20224736098513,1.30514375415839,1.32802469803982,0.516245277789371,2.21185655874232,20.3233500093828,18.790505424952,16.4007218427096,18.3962672341875,18.3667232335592
317.311130793929,1.41973839747582,7.40400069414714,536.303703355514,405.039845883566,476.63256640028,598.317945944135,455.534530314132,403.105249045627,448.432082079664,0.602249972470423,3.75379720376473,1.43619383230156,1.25925541418795,1.8660212732264,18.5823397287351,18.5219147947149,14.9934010670734,20.5628830566025,19.51021553871
305.088535941539,1.2639350522742,8.89294750277785,523.795141686202,393.337650911246,465.826545176366,586.864078127504,446.813074861092,391.989585962139,435.761952867818,0.577883516997763,3.26937837625192,3.31818741001308,2.39430495426022,2.03616855035184,20.6448448147766,20.2017282132543,17.1042506018868,21.7685581112669,21.3675969766373
305.66776420842,-0.51181351137888,8.68129312484293,524.832587762058,395.189435205143,466.306671926413,586.551957468163,445.604757202886,392.849412479828,438.088266125206,-1.36749182383311,-0.524685100758829,0.733057954043613,0.63234132059581,0.778523382173076,20.2774572042857,20.6615359238847,18.2308466936882,21.0356722620522,20.858349096097
301.565289980099,-0.0202539993166464,8.99162905659128,521.916560247913,389.202616845355,462.015466987182,584.285549186662,441.672048575759,389.648267161072,434.192546227737,0.409864029334933,-0.453815153239136,1.92669721251382,0.296872275433691,0.624565791991648,22.8208948410574,19.8379820952182,18.9939921825274,19.6536737364879,21.6599120355255
292.139219287059,0.54889580089526,7.96202491484466,513.386628362255,380.27711779805,451.101647593829,575.194258268967,434.525297476138,379.74273905397,424.61537874214,0.94880921645515,0.0554398204076307,2.10637799903686,2.25811150557961,2.49407986714532,19.948281375269,20.5560267738532,16.2232823882531,18.9044831405034,19.0171817088877
325.270767928496,0.848420399692846,9.36265421625967,543.92314072121,410.477913438623,484.6894280275,606.36299750761,465.936185895363,413.046621987756,456.275584394126,2.01772456668066,2.73733256527353,0.459996799442456,0.812389587419357,1.40125227237142,22.1550338384251,21.1221262319891,19.0174680819824,21.7318764209012,20.0773297179187
307.040668983457,0.22805574169495,7.06739113980199,525.657205751697,396.07105769891,467.949134481824,586.686240217887,448.154422542855,395.221443724737,438.534712206834,1.29081116951499,-0.684720977390762,0.119190508159271,1.60095883947708,0.489295214421599,17.3607465446361,18.6063272151511,17.2235268142755,18.7020375699788,17.8052345277285
272.187833450988,0.0707253490279887,8.19112323202634,494.650438535922,362.031160456255,433.549798269947,556.162999128222,414.663249619476,360.015742525931,406.502316930018,1.80305941254734,2.06892107065792,-1.04292804009745,0.96540756403944,2.24205824323717,19.9636189406144,21.3913920703565,16.9163807761586,18.908877963499,19.7911394223639
309.918670280418,0.614892968167922,7.53585966278204,528.268783958511,398.514257208348,467.471559315435,590.515435258033,450.776722671339,396.682024978458,442.777101253227,2.78047047688992,1.11038078028777,1.24698809788996,1.00362533034274,1.62200097171696,18.2252310088913,18.650810843132,16.0298435595602,20.4624468019652,18.4358357284216
293.313719790177,0.0286784241962362,8.92075863801718,513.819731830884,380.581670944545,453.05916872652,574.721076604679,433.558097008307,379.663623062696,424.083923068887,1.12407350778108,0.197815868067767,0.683512198729474,-0.629623263884008,1.22595163964511,20.7150267750861,20.8242910270197,16.8191926641971,18.6104577469989,20.8892700910391
284.898692327699,1.52175215105218,8.37000676140214,508.398172214662,375.02645252557,445.778862890764,568.760438976768,429.133218924125,373.126256430385,417.547805022764,2.5149264493003,2.44466158995393,2.68017362920201,2.72415655581057,3.34270884372918,20.4888308416476,19.5636136626771,18.4830923472633,20.2131048493686,20.3392009851171
296.917369194331,-0.412747699949919,9.34970808177014,517.164580333801,384.347165249734,456.084667535958,578.947038191399,437.009974852562,385.879627456458,429.550123807732,0.765621153729359,-1.31358080555655,-1.13223300642301,1.27689917238447,1.0222640658393,20.6777727748501,22.3023912563851,17.0333839115317,21.953552521059,20.1472006885051
285.490105941488,0.754396103700057,10.2985008689813,506.913285363421,375.578765114598,448.413511581958,568.88746015137,428.313084303821,373.546624034381,417.384253289555,0.347954427697257,0.704626719129734,-0.195934573244214,2.41069607536102,1.35379759518016,20.407530833509,22.7544746977258,20.6495489538902,22.0869500336107,21.4390068696394
289.691921380417,-0.498163603365082,8.38065553172498,511.234255135676,378.06516279117,449.982625799128,572.720250123062,431.80082885935,377.889280492164,421.775114522899,-1.82791419824978,0.441509023146261,-0.707554115951513,0.250475603902547,0.163582529625942,19.9393938412826,19.2142123420984,16.6799955567081,17.9702247196272,19.6705621502493
291.160609903918,0.252838541406042,7.70538334780162,510.827795530253,380.09209208189,450.482228728395,572.621120326864,430.847617021438,378.393582468088,423.451344830075,1.47738524768767,0.704676180674183,0.576716600136374,1.0782708161635,2.1790032200235,19.1858612473735,20.3199361083496,14.8413132310215,18.2259132979605,20.3124260526261
276.146554443841,1.24216864207881,7.4164832734813,499.485500026537,365.248637119007,436.449993552003,560.381514237915,417.443361351613,363.623399547306,410.690971885088,2.56935665190825,2.37243963415582,2.11685487197806,2.04877597702787,2.78727583874112,20.6125968972952,18.3472458200442,15.9106197006447,20.162865541107,19.8902718488914
311.848098007046,1.06088428716072,7.97696601776936,530.604924161152,398.531699833765,469.375886998317,594.401047367269,450.818028863932,399.069749901471,443.196362349889,1.81201642673845,2.92272042822432,1.16104599680066,0.417719462190089,2.16624929660021,19.7775243065027,18.2019901263896,16.7698589941161,20.8941177393619,20.9772539570327
302.169023433478,-0.19993032404996,8.17039816363962,521.247174918052,389.921458911606,462.383171214851,584.546727161846,443.678681535629,389.428360017572,432.327782635284,0.835988011094501,1.77947726783141,0.398837148331596,0.0346550525945682,0.640875820655815,20.4214839875737,20.7566649668747,17.2634266002422,20.3252552221639,18.2339732024884
283.904313078399,-0.238049018147274,10.2318019147206,505.888197592425,372.018315763002,444.926356906627,565.440767586427,426.709624325751,371.442931665996,417.525188048822,-1.42317448465187,0.337028385749179,1.09108601952122,0.206306480646206,0.343690531895873,19.7749769300175,20.4728805242699,18.8807033505663,23.4522333421209,21.0053377625143
